,catagory_name,sub_catagory_name,sum_bill_no
648,MENS,T-SHIRT,dummy/235/14
649,MENS,JACKET,dummy/208/866
650,MENS,T-SHIRT,dummy/215/111
651,MENS,SHIRT,dummy/232/284
652,MENS,T-SHIRT,dummy/232/2
653,MENS,JEANS,dummy/234/180
654,MENS,LOWER,dummy/236/69
655,MENS,SHIRT,dummy/237/189
656,MENS,T-SHIRT,dummy/209/460
657,MENS,KURTA PYJAMA,dummy/219/28
658,MENS,JEANS,dummy/221/102
659,MENS,SHIRT,dummy/232/186
660,MENS,JEANS,dummy/234/201
661,MENS,SHIRT,dummy/236/134
662,MENS,JEANS,dummy/237/197
663,GIRLS,CAPRI,dummy/258/262
664,GIRLS,FROCK,dummy/212/71
665,WOOLLEN,CAP,dummy/231/329
666,WOOLLEN,CAP,dummy/226/162
667,WOOLLEN,CAP,dummy/227/55
668,WOOLLEN,JACKET,dummy/237/82
669,MENS,KURTA PYJAMA,dummy/209/573
670,MENS,SHIRT,dummy/210/219
671,MENS,SHIRT,dummy/213/17
672,MENS,SHIRT,dummy/222/186
673,MENS,JACKET,dummy/223/59
674,MENS,JEANS,dummy/232/206
675,MENS,SHIRT,dummy/237/68
676,MENS,KURTA PYJAMA,dummy/210/220
677,MENS,SHIRT,dummy/212/90
678,MENS,SHIRT,dummy/209/59
679,MENS,TROUSER,dummy/214/28
680,WOOLLEN,JACKET,dummy/224/153
681,MENS,SHIRT,dummy/243/220
682,MENS,SHIRT,dummy/217/33
683,MENS,KURTA PYJAMA,dummy/209/355
684,MENS,T-SHIRT,dummy/222/130
685,MENS,JEANS,dummy/230/70
686,MENS,JACKET,dummy/224/413
687,MENS,T-SHIRT,dummy/237/237
688,MENS,JEANS,dummy/213/87
689,GIRLS,JEANS,dummy/209/517
690,GIRLS,TOP SET,dummy/222/117
691,GIRLS,LEGGINGS,dummy/221/51
692,GIRLS,GIRLS SET,dummy/230/30
693,GIRLS,GIRLS SET,dummy/209/91
694,GIRLS,JEANS,dummy/210/191
695,GIRLS,TOP SET,dummy/212/140
696,GIRLS,LEGGINGS,dummy/235/127
697,READYMADE UNIFORM,SWEATER,dummy/223/26
698,MENS,SHIRT,dummy/223/234
699,MENS,JEANS,dummy/233/257
700,MENS,LOWER,dummy/239/145
701,MENS,T-SHIRT,dummy/221/213
702,MENS,SHORTS,dummy/226/90
703,MENS,SHIRT,dummy/243/16
704,MENS,KURTA SHIRT,dummy/245/451
705,MENS,SHIRT,dummy/241/18
706,MENS,SHIRT,dummy/243/48
707,MENS,LOWER,dummy/244/110
708,MENS,KURTA SHIRT,dummy/244/114
709,MENS,JEANS,dummy/202/230
710,MENS,TROUSER,dummy/202/493
711,MENS,JEANS,dummy/204/404
712,MENS,TROUSER,dummy/204/404
713,MENS,SHIRT,dummy/205/436
714,GIRLS,GIRLS SET,dummy/209/929
715,GIRLS,GIRLS SET,dummy/209/521
716,GIRLS,T-SHIRT,dummy/215/234
717,WOOLLEN,TEENS JACKET,dummy/252/468
718,MENS,SHIRT,dummy/174/100
719,MENS,SHIRT,dummy/184/173
720,MENS,TROUSER,dummy/184/80
721,MENS,KURTA SHIRT,dummy/184/169
722,WOOLLEN,SWEAT SHIRT,dummy/252/341
723,WOOLLEN,T-SHIRT,dummy/255/218
724,MENS,SHIRT,dummy/257/148
725,MENS,SHIRT,dummy/251/147
726,MENS,JEANS,dummy/253/246
727,MENS,SHIRT,dummy/252/159
728,MENS,SHIRT,dummy/257/237
729,MENS,LOWER,dummy/251/280
730,GIRLS,FROCK,dummy/254/290
731,GIRLS,JEANS,dummy/254/285
732,GIRLS,JEANS,dummy/248/112
733,GIRLS,TOP SET,dummy/250/77
734,GIRLS,FROCK,dummy/249/80
735,GIRLS,GIRLS SET,dummy/255/143
736,SUITING,SUITING,dummy/253/56
737,SUITING,SUITING,dummy/250/48
738,SUITING,SUITING,dummy/257/76
739,SUITING,SUITING,dummy/257/130
740,SUITING,SUITING,dummy/251/157
741,SUITING,SUITING,dummy/252/276
742,SUITING,SUITING,dummy/254/151
743,PARDA PC,PARDA PC,dummy/258/40
744,BOYS,SHIRT,dummy/257/59
745,BOYS,SHIRT,dummy/257/84
746,BOYS,SHIRT,dummy/254/26
747,BOYS,SHIRT,dummy/249/80
748,BOYS,SHIRT,dummy/254/32
749,BOYS,SHIRT,dummy/257/135
750,BOYS,T-SHIRT,dummy/250/259
751,BOYS,SHIRT,dummy/255/59
752,BOYS,SHIRT,dummy/257/197
753,BOYS,T-SHIRT,dummy/250/344
754,WOOLLEN,SWEAT SHIRT,dummy/236/140
755,WOOLLEN,SWEAT SHIRT,dummy/223/49
756,WOOLLEN,SWEAT SHIRT,dummy/220/50
757,WOOLLEN,JACKET,dummy/221/48
758,WOOLLEN,SWEAT SHIRT,dummy/222/37
759,WOOLLEN,SWEAT SHIRT,dummy/223/114
760,MENS,SHIRT,dummy/236/199
761,MENS,SHIRT,dummy/214/195
762,MENS,KURTA PYJAMA,dummy/217/115
763,MENS,JEANS,dummy/224/4
764,MENS,TROUSER,dummy/236/155
765,MENS,JACKET,dummy/208/269
766,MENS,JEANS,dummy/208/275
767,MENS,T-SHIRT,dummy/213/126
768,MENS,SHIRT,dummy/213/137
769,MENS,KURTA PYJAMA,dummy/208/841
770,MENS,KURTA SUIT,dummy/214/206
771,MENS,JACKET,dummy/215/66
772,MENS,KURTA PYJAMA,dummy/235/190
773,MENS,KURTA PYJAMA,dummy/237/2
774,MENS,JEANS,dummy/209/762
775,MENS,SHIRT,dummy/209/778
776,MENS,JACKET,dummy/225/213
777,GIRLS,GIRLS SET,dummy/239/225
778,GIRLS,GIRLS SET,dummy/240/195
779,GIRLS,GIRLS SET,dummy/236/118
780,WOOLLEN,JACKET,dummy/231/6
781,WOOLLEN,SHAWL SET,dummy/230/101
782,WOOLLEN,SWEAT SHIRT,dummy/231/351
783,WOOLLEN,JACKET,dummy/242/196
784,MENS,T-SHIRT,dummy/209/902
785,MENS,JACKET,dummy/210/67
786,MENS,JEANS,dummy/224/285
787,MENS,T-SHIRT,dummy/226/154
788,MENS,KURTA PYJAMA,dummy/208/200
789,MENS,T-SHIRT,dummy/209/36
790,MENS,LOWER,dummy/216/226
791,MENS,JACKET,dummy/231/4
792,MENS,COAT SUIT,dummy/235/26
793,MENS,JACKET,dummy/219/14
794,MENS,JACKET,dummy/209/683
795,MENS,LOWER,dummy/220/93
796,MENS,JEANS,dummy/237/202
797,MENS,T-SHIRT,dummy/208/323
798,MENS,JEANS,dummy/214/30
799,MENS,JEANS,dummy/241/166
800,WOOLLEN,SWEAT SHIRT,dummy/223/110
801,WOOLLEN,JACKET,dummy/238/77
802,WOOLLEN,SHAWL SET,dummy/233/20
803,MENS,KURTA PYJAMA,dummy/209/149
804,MENS,SHIRT,dummy/224/127
805,MENS,SHIRT,dummy/209/462
806,MENS,KURTA SUIT,dummy/217/3
807,MENS,KURTA PYJAMA,dummy/223/122
808,MENS,LOWER,dummy/224/135
809,MENS,KURTA PYJAMA,dummy/209/914
810,MENS,KURTA,dummy/210/327
811,MENS,T-SHIRT,dummy/214/106
812,MENS,COAT SUIT,dummy/217/165
813,MENS,LOWER,dummy/221/183
814,MENS,T-SHIRT,dummy/222/119
815,MENS,KURTA PYJAMA,dummy/244/62
816,MENS,JACKET,dummy/209/72
817,MENS,SHIRT,dummy/210/170
818,MENS,KURTA SET,dummy/210/343
819,MENS,JACKET,dummy/210/184
820,MENS,JACKET,dummy/216/227
821,MENS,KURTA SUIT,dummy/217/145
822,MENS,KURTA PYJAMA,dummy/210/243
823,MENS,KURTA PYJAMA,dummy/212/139
824,GIRLS,GIRLS SET,dummy/209/288
825,GIRLS,FROCK,dummy/231/398
826,WOOLLEN,SWEAT SHIRT,dummy/227/77
827,MENS,KURTA SUIT,dummy/217/77
828,MENS,SHIRT,dummy/217/93
829,MENS,SHIRT,dummy/219/133
830,MENS,KURTA PYJAMA,dummy/219/166
831,MENS,PANT,dummy/239/80
832,MENS,KURTA PYJAMA,dummy/210/36
833,MENS,KURTA PYJAMA,dummy/216/74
834,MENS,KURTA PYJAMA,dummy/219/53
835,MENS,SHIRT,dummy/209/924
836,MENS,JEANS,dummy/210/132
837,MENS,KURTA,dummy/214/125
838,MENS,JEANS,dummy/246/56
839,MENS,LOWER,dummy/244/210
840,MENS,PANT,dummy/243/45
841,MENS,SHIRT,dummy/244/139
842,MENS,T-SHIRT,dummy/245/46
843,MENS,LOWER,dummy/244/110
844,MENS,JEANS,dummy/203/476
845,MENS,LOWER,dummy/189/94
846,GIRLS,GIRLS SET,dummy/214/100
847,GIRLS,GIRLS SET,dummy/221/93
848,GIRLS,FROCK,dummy/217/172
849,GIRLS,TOP SET,dummy/212/174
850,GIRLS,GIRLS SET,dummy/226/184
851,GIRLS,LEGGINGS,dummy/256/130
852,GIRLS,GIRLS SET,dummy/240/19
853,GIRLS,CAPRI,dummy/245/110
854,GIRLS,GIRLS SET,dummy/203/468
855,GIRLS,JEANS,dummy/205/126
856,SUITING,SHUTING,dummy/231/433
857,PARDA PC,TOWEL,dummy/215/80
858,PARDA PC,PARDA PC,dummy/234/48
859,PARDA PC,PARDA PC,dummy/244/172
860,PARDA PC,NAPKIN,dummy/243/121
861,PARDA PC,READYMADE PARDA,dummy/247/4
862,BOYS,COAT SUIT,dummy/218/91
863,BOYS,THERMAL,dummy/224/182
864,MENS,JACKET,dummy/196/542
865,WOOLLEN,SWEAT SHIRT,dummy/251/447
866,WOOLLEN,SHAWL SET,dummy/249/206
867,MENS,SHIRT,dummy/183/15
868,MENS,SHIRT,dummy/182/211
869,MENS,PANT,dummy/175/226
870,MENS,KURTA PYJAMA,dummy/184/3
871,MENS,JACKET,dummy/185/393
872,MENS,KURTA PYJAMA,dummy/175/265
873,WOOLLEN,SWEAT SHIRT,dummy/251/116
874,WOOLLEN,SWEAT SHIRT,dummy/253/295
875,WOOLLEN,THARMAL WEAR,dummy/253/317
876,WOOLLEN,SWEAT SHIRT,dummy/251/295
877,WOOLLEN,CAP,dummy/246/12
878,WOOLLEN,TEENS JACKET,dummy/246/70
879,PARDA,PARDA,dummy/258/68
880,MENS,JACKET,dummy/250/290
881,MENS,JEANS,dummy/251/243
882,MENS,KURTA PYJAMA,dummy/251/346
883,MENS,JEANS,dummy/258/64
884,MENS,CAPRI,dummy/244/192
885,MENS,LOWER,dummy/245/384
886,MENS,SHIRT,dummy/245/397
887,MENS,KURTA PYJAMA,dummy/236/158
888,MENS,SHIRT,dummy/238/384
889,GIRLS,TOP SET,dummy/257/82
890,GIRLS,LEGGINGS,dummy/248/140
891,GIRLS,TOP SET,dummy/252/343
892,GIRLS,GIRLS SET,dummy/252/159
893,GIRLS,TOP SET,dummy/257/114
894,GIRLS,GIRLS ASSO,dummy/252/355
895,GIRLS,CAPRI,dummy/245/331
896,SUITING,SUITING,dummy/231/410
897,SUITING,SUITING,dummy/235/153
898,BOYS,T-SHIRT,dummy/250/256
899,BOYS,JEANS,dummy/254/92
900,BOYS,JACKET,dummy/255/48
901,BOYS,JEANS,dummy/251/460
902,BOYS,T-SHIRT,dummy/252/433
903,BOYS,T-SHIRT,dummy/252/443
904,BOYS,COAT SUIT,dummy/255/266
905,BOYS,JEANS,dummy/258/213
906,BOYS,BABASUIT,dummy/174/72
907,TEENS,SOCK,dummy/252/290
908,TEENS,SOCK,dummy/253/300
909,TEENS,SWEATER,dummy/246/38
910,BLANKET,BLANKET,dummy/257/181
911,BLANKET,BLANKET,dummy/252/437
912,BLANKET,BLANKET,dummy/255/150
913,BLANKET,BLANKET,dummy/258/226
914,BLANKET,BLANKET,dummy/258/49
915,UG,UG,dummy/257/128
916,UG,UG,dummy/250/267
917,UG,SOCK,dummy/252/290
918,UG,BRA,dummy/258/111
919,UG,PANTY,dummy/254/197
920,UG,SOCK,dummy/251/317
921,UG,SOCK,dummy/255/224
922,UG,UG,dummy/173/82
923,UG,UG,dummy/246/106
924,UG,UG,dummy/247/175
925,UG,BRA/PANTY,dummy/246/185
926,UG,UG,dummy/235/142
927,WOOLLEN,SWEATER,dummy/231/388
928,WOOLLEN,CAP,dummy/231/388
929,WOOLLEN,CAP,dummy/233/108
930,WOOLLEN,SCARF,dummy/225/190
931,WOOLLEN,NEW BORN BABASUIT,dummy/226/112
932,WOOLLEN,SWEATER,dummy/233/3
933,MENS,SHIRT,dummy/240/157
934,MENS,JEANS,dummy/240/179
935,MENS,LOWER,dummy/209/878
936,MENS,JACKET,dummy/219/131
937,MENS,KURTA PYJAMA,dummy/235/192
938,MENS,JEANS,dummy/209/497
939,MENS,JEANS,dummy/215/8
940,MENS,SHIRT,dummy/216/103
941,MENS,LOWER,dummy/216/90
942,WOOLLEN,SWEATER,dummy/227/141
943,WOOLLEN,CAP,dummy/230/5
944,WOOLLEN,SCARF,dummy/224/114
945,WOOLLEN,CAP,dummy/239/21
946,WOOLLEN,NEW BORN BABASUIT,dummy/223/162
947,WOOLLEN,CAP,dummy/230/57
948,WOOLLEN,CAP,dummy/233/189
949,WOOLLEN,SCARF,dummy/223/116
950,WOOLLEN,CAP,dummy/224/129
951,PARDA,PARDA,dummy/217/4
952,PARDA,PARDA,dummy/217/69
953,MENS,KURTA PYJAMA,dummy/225/252
954,MENS,SHIRT,dummy/226/295
955,MENS,SHIRT,dummy/231/4
956,MENS,JEANS,dummy/209/177
957,MENS,SHIRT,dummy/210/291
958,MENS,JEANS,dummy/227/115
959,WOOLLEN,JACKET,dummy/232/113
960,WOOLLEN,NEW BORN BABASUIT,dummy/224/136
961,WOOLLEN,CAP,dummy/225/85
962,WOOLLEN,SCARF,dummy/230/123
963,WOOLLEN,CAP,dummy/222/146
964,PARDA,PARDA,dummy/237/57
965,PARDA,PARDA,dummy/212/131
966,PARDA,PARDA,dummy/218/37
967,MENS,JEANS,dummy/224/270
968,MENS,JEANS,dummy/242/15
969,MENS,COAT SUIT,dummy/242/156
970,MENS,JEANS,dummy/210/168
971,MENS,SHERWANI DUPATTA,dummy/213/46
972,MENS,JEANS,dummy/214/112
973,MENS,JEANS,dummy/217/56
974,MENS,SHIRT,dummy/228/158
975,MENS,JEANS,dummy/229/13
976,MENS,KURTA PYJAMA,dummy/243/24
977,WOOLLEN,JACKET,dummy/230/112
978,WOOLLEN,JACKET,dummy/231/288
979,WOOLLEN,SCARF,dummy/230/244
980,WOOLLEN,SWEAT SHIRT,dummy/218/43
981,PARDA,PARDA,dummy/206/201
982,PARDA,PARDA,dummy/206/202
983,MENS,SHIRT,dummy/218/89
984,MENS,SHIRT,dummy/224/413
985,MENS,SHIRT,dummy/226/137
986,MENS,LOWER,dummy/238/86
987,MENS,SHIRT,dummy/239/78
988,MENS,SHIRT,dummy/230/46
989,MENS,JEANS,dummy/234/42
990,MENS,SHIRT,dummy/210/193
991,MENS,T-SHIRT,dummy/212/9
992,PARDA,PARDA,dummy/182/61
993,PARDA,PARDA,dummy/185/72
994,PARDA,PARDA,dummy/176/148
995,PARDA,PARDA,dummy/176/162
996,WOOLLEN,HAND GLOVES,dummy/250/99
997,WOOLLEN,CAP,dummy/251/49
998,WOOLLEN,SWEATER,dummy/252/166
999,WOOLLEN,CAP,dummy/254/203
1000,PARDA,PARDA,dummy/250/27
1001,PARDA,PARDA,dummy/251/310
1002,MENS,SHIRT,dummy/257/60
1003,MENS,JEANS,dummy/250/65
1004,MENS,SHIRT,dummy/249/46
1005,MENS,JEANS,dummy/250/75
1006,MENS,SHIRT,dummy/251/147
1007,MENS,JEANS,dummy/250/267
1008,MENS,SHIRT,dummy/251/193
1009,MENS,CAPRI,dummy/255/74
1010,MENS,SHIRT,dummy/255/77
1011,MENS,SHIRT,dummy/250/343
1012,MENS,SHIRT,dummy/254/282
1013,MENS,LOWER,dummy/258/14
1014,MENS,SHIRT,dummy/258/83
1015,MENS,TROUSER,dummy/252/383
1016,MENS,JEANS,dummy/252/473
1017,MENS,LOWER,dummy/258/188
1018,MENS,TROUSER,dummy/246/192
1019,MENS,T-SHIRT,dummy/246/207
1020,GIRLS,LACHA,dummy/257/118
1021,GIRLS,CAPRI,dummy/249/162
1022,GIRLS,GIRLS SET,dummy/258/12
1023,GIRLS,SLEX,dummy/252/232
1024,GIRLS,TOP SET,dummy/252/425
1025,MENS,SHIRT,dummy/246/72
1026,MENS,TROUSER,dummy/209/12
1027,MENS,T-SHIRT,dummy/229/155
1028,MENS,SHIRT,dummy/235/177
1029,MENS,T-SHIRT,dummy/208/205
1030,MENS,JEANS,dummy/208/295
1031,MENS,TROUSER,dummy/209/758
1032,MENS,T-SHIRT,dummy/209/167
1033,MENS,TROUSER,dummy/237/198
1034,MENS,T-SHIRT,dummy/214/7
1035,MENS,SHIRT,dummy/214/11
1036,MENS,SHIRT,dummy/223/139
1037,MENS,JEANS,dummy/234/180
1038,MENS,JEANS,dummy/209/305
1039,MENS,JEANS,dummy/210/16
1040,MENS,SHIRT,dummy/213/15
1041,MENS,KURTA SUIT,dummy/215/109
1042,MENS,JEANS,dummy/216/135
1043,MENS,T-SHIRT,dummy/226/88
1044,MENS,JEANS,dummy/238/10
1045,MENS,TROUSER,dummy/241/203
1046,MENS,TROUSER,dummy/216/22
1047,WOOLLEN,JACKET,dummy/229/102
1048,MENS,JEANS,dummy/209/583
1049,MENS,JEANS,dummy/209/61
1050,MENS,KURTA PYJAMA,dummy/214/74
1051,MENS,JEANS,dummy/216/62
1052,MENS,JEANS,dummy/223/110
1053,UG,UG,dummy/228/4
1054,WOOLLEN,NEW BORN BABASUIT,dummy/251/477
1055,WOOLLEN,JACKET,dummy/255/230
1056,WOOLLEN,CAP,dummy/246/12
1057,MENS,SHIRT,dummy/255/57
1058,MENS,JEANS,dummy/257/194
1059,MENS,TROUSER,dummy/257/196
1060,MENS,TROUSER,dummy/252/159
1061,MENS,JEANS,dummy/252/439
1062,MENS,JEANS,dummy/255/34
1063,MENS,T-SHIRT,dummy/252/346
1064,MENS,TROUSER,dummy/254/237
1065,MENS,JEANS,dummy/251/246
1066,WOOLLEN,CAP,dummy/231/388
1067,WOOLLEN,CAP,dummy/233/222
1068,MENS,SHIRT,dummy/239/172
1069,MENS,KURTA PYJAMA,dummy/241/182
1070,MENS,SHIRT,dummy/213/113
1071,MENS,JEANS,dummy/213/113
1072,MENS,SHIRT,dummy/214/149
1073,MENS,KURTA PYJAMA,dummy/226/117
1074,MENS,LOWER,dummy/235/195
1075,MENS,JEANS,dummy/209/206
1076,MENS,JEANS,dummy/220/15
1077,MENS,SHIRT,dummy/226/86
1078,MENS,CAPRI,dummy/232/130
1079,MENS,SHIRT,dummy/238/241
1080,MENS,JEANS,dummy/209/255
1081,MENS,T-SHIRT,dummy/212/190
1082,MENS,TROUSER,dummy/224/228
1083,MENS,SWEATER,dummy/228/136
1084,MENS,TROUSER,dummy/235/206
1085,MENS,SHIRT,dummy/210/270
1086,MENS,SHIRT,dummy/210/22
1087,WOOLLEN,JACKET,dummy/223/114
1088,WOOLLEN,CAP,dummy/228/43
1089,WOOLLEN,SWEAT SHIRT,dummy/229/105
1090,WOOLLEN,CAP,dummy/226/42
1091,WOOLLEN,CAP,dummy/224/343
1092,MENS,TROUSER,dummy/231/313
1093,MENS,KURTA PYJAMA,dummy/209/421
1094,MENS,KURTA PYJAMA,dummy/209/810
1095,MENS,KURTA PYJAMA,dummy/213/166
1096,MENS,KURTA PYJAMA,dummy/224/48
1097,MENS,JEANS,dummy/226/276
1098,MENS,CAPRI,dummy/232/92
1099,MENS,JEANS,dummy/235/177
1100,MENS,SHIRT,dummy/208/295
1101,MENS,KURTA PYJAMA,dummy/208/866
1102,MENS,JEANS,dummy/209/789
1103,MENS,JEANS,dummy/209/582
1104,MENS,SHIRT,dummy/212/76
1105,MENS,LOWER,dummy/214/4
1106,MENS,SHIRT,dummy/219/21
1107,MENS,JEANS,dummy/209/625
1108,MENS,SHIRT,dummy/213/13
1109,MENS,SHIRT,dummy/216/135
1110,MENS,JEANS,dummy/216/135
1111,MENS,SHIRT,dummy/221/102
1112,GIRLS,FROCK,dummy/220/53
1113,GIRLS,TOP SET,dummy/238/312
1114,WOOLLEN,CAP,dummy/232/29
1115,WOOLLEN,CAP,dummy/234/212
1116,WOOLLEN,CAP,dummy/221/128
1117,WOOLLEN,CAP,dummy/225/246
1118,WOOLLEN,JACKET,dummy/228/142
1119,MENS,SWEAT SHIRT,dummy/232/93
1120,MENS,JEANS,dummy/237/202
1121,MENS,TROUSER,dummy/241/203
1122,MENS,KURTA PYJAMA,dummy/208/323
1123,MENS,KURTA PYJAMA,dummy/225/271
1124,MENS,SWEATER,dummy/225/152
1125,MENS,JEANS,dummy/227/211
1126,MENS,JEANS,dummy/227/211
1127,MENS,SHIRT,dummy/232/287
1128,MENS,JEANS,dummy/242/71
1129,MENS,JEANS,dummy/209/818
1130,MENS,T-SHIRT,dummy/212/90
1131,MENS,SHIRT,dummy/217/61
1132,MENS,KURTA PYJAMA,dummy/222/195
1133,MENS,BERMUDA,dummy/230/312
1134,MENS,KURTA PYJAMA,dummy/233/207
1135,MENS,SHIRT,dummy/209/33
1136,MENS,LOWER,dummy/213/36
1137,MENS,BERMUDA,dummy/213/43
1138,WOOLLEN,SWEAT SHIRT,dummy/214/81
1139,WOOLLEN,CAP,dummy/221/7
1140,WOOLLEN,CAP,dummy/226/6
1141,WOOLLEN,CAP,dummy/228/178
1142,WOOLLEN,CAP,dummy/233/255
1143,MENS,SHIRT,dummy/209/877
1144,MENS,JEANS,dummy/210/325
1145,MENS,SHIRT,dummy/221/183
1146,MENS,T-SHIRT,dummy/222/119
1147,MENS,SWEATER,dummy/230/28
1148,MENS,JEANS,dummy/237/44
1149,MENS,SHIRT,dummy/209/451
1150,MENS,TROUSER,dummy/209/470
1151,MENS,KURTA PYJAMA,dummy/209/6
1152,MENS,TROUSER,dummy/209/536
1153,MENS,TROUSER,dummy/210/181
1154,WOOLLEN,SWEAT SHIRT,dummy/212/161
1155,WOOLLEN,CAP,dummy/222/166
1156,WOOLLEN,JACKET,dummy/242/122
1157,MENS,JEANS,dummy/210/94
1158,MENS,BERMUDA,dummy/221/123
1159,MENS,LOWER,dummy/226/134
1160,MENS,JEANS,dummy/226/223
1161,MENS,KURTA PYJAMA,dummy/226/293
1162,MENS,JEANS,dummy/230/255
1163,MENS,KURTA PYJAMA,dummy/232/270
1164,MENS,KURTA PYJAMA,dummy/258/300
1165,MENS,SHIRT,dummy/209/751
1166,MENS,SHIRT,dummy/210/115
1167,MENS,KURTA PYJAMA,dummy/213/106
1168,MENS,JEANS,dummy/220/59
1169,MENS,BERMUDA,dummy/245/451
1170,MENS,SHIRT,dummy/245/258
1171,MENS,SHIRT,dummy/244/139
1172,MENS,SHIRT,dummy/247/99
1173,MENS,SHIRT,dummy/247/161
1174,MENS,LOWER,dummy/201/239
1175,MENS,SHIRT,dummy/204/404
1176,MENS,SHIRT,dummy/187/149
1177,MENS,LOWER,dummy/188/160
1178,MENS,KURTA PYJAMA,dummy/190/282
1179,MENS,JEANS,dummy/202/493
1180,MENS,SHIRT,dummy/203/296
1181,MENS,TROUSER,dummy/204/218
1182,MENS,KURTA PYJAMA,dummy/206/162
1183,MENS,SHIRT,dummy/192/93
1184,WOOLLEN,CAP,dummy/250/318
1185,MENS,KURTA PYJAMA,dummy/186/202
1186,MENS,BAG,dummy/174/186
1187,MENS,JEANS,dummy/175/205
1188,MENS,SHORTS,dummy/180/178
1189,MENS,SHIRT,dummy/186/123
1190,MENS,KURTA PYJAMA,dummy/186/231
1191,MENS,KURTA PYJAMA,dummy/186/232
1192,MENS,KURTA PYJAMA,dummy/186/5
1193,MENS,SHIRT,dummy/186/115
1194,MENS,KURTA PYJAMA,dummy/186/173
1195,MENS,SHIRT,dummy/255/136
1196,MENS,SHIRT,dummy/254/220
1197,MENS,SHIRT,dummy/252/11
1198,MENS,JEANS,dummy/254/116
1199,MENS,SHIRT,dummy/254/137
1200,MENS,JEANS,dummy/252/40
1201,MENS,SHIRT,dummy/252/57
1202,MENS,SHIRT,dummy/251/177
1203,MENS,SHIRT,dummy/252/97
1204,MENS,SWEATER,dummy/250/131
1205,MENS,JEANS,dummy/251/28
1206,MENS,SHIRT,dummy/250/36
1207,MENS,JEANS,dummy/257/68
1208,MENS,SHIRT,dummy/257/68
1209,MENS,SHIRT,dummy/248/108
1210,MENS,LOWER,dummy/250/49
1211,MENS,BERMUDA,dummy/251/86
1212,MENS,SHIRT,dummy/257/105
1213,MENS,SHIRT,dummy/250/110
1214,MENS,JEANS,dummy/251/193
1215,MENS,JACKET,dummy/251/191
1216,MENS,SHIRT,dummy/258/83
1217,MENS,SHIRT,dummy/258/87
1218,GIRLS,FROCK,dummy/180/177
1219,WOOLLEN,CAP,dummy/252/407
1220,WOOLLEN,JACKET,dummy/256/192
1221,WOOLLEN,CAP,dummy/255/210
1222,WOOLLEN,JACKET,dummy/245/288
1223,PARDA,PARDA,dummy/237/17
1224,MENS,SHIRT,dummy/257/237
1225,MENS,SHIRT,dummy/255/179
1226,MENS,SHIRT,dummy/256/205
1227,MENS,SHIRT,dummy/255/211
1228,MENS,SHIRT,dummy/256/253
1229,MENS,JACKET,dummy/255/253
1230,MENS,T-SHIRT,dummy/258/253
1231,MENS,BERMUDA,dummy/173/37
1232,MENS,T-SHIRT,dummy/172/48
1233,MENS,T-SHIRT,dummy/172/57
1234,MENS,T-SHIRT,dummy/245/228
1235,MENS,T-SHIRT,dummy/245/268
1236,MENS,T-SHIRT,dummy/246/101
1237,MENS,T-SHIRT,dummy/246/125
1238,MENS,T-SHIRT,dummy/245/364
1239,WOOLLEN,NEW BORN BABASUIT,dummy/224/50
1240,WOOLLEN,NEW BORN BABASUIT,dummy/227/102
1241,WOOLLEN,SWEAT SHIRT,dummy/225/246
1242,WOOLLEN,JACKET,dummy/227/144
1243,MENS,T-SHIRT,dummy/209/818
1244,MENS,T-SHIRT,dummy/209/737
1245,MENS,T-SHIRT,dummy/210/167
1246,MENS,T-SHIRT,dummy/226/162
1247,MENS,SHIRT,dummy/227/91
1248,MENS,T-SHIRT,dummy/228/145
1249,MENS,SHIRT,dummy/228/145
1250,MENS,SHIRT,dummy/237/239
1251,MENS,T-SHIRT,dummy/240/114
1252,MENS,JEANS,dummy/209/25
1253,PARDA,PARDA,dummy/240/42
1254,MENS,T-SHIRT,dummy/245/45
1255,MENS,T-SHIRT,dummy/245/259
1256,WOOLLEN,SWEAT SHIRT,dummy/254/11
1257,WOOLLEN,JACKET,dummy/250/245
1258,WOOLLEN,JACKET,dummy/249/36
1259,WOOLLEN,JACKET,dummy/251/275
1260,WOOLLEN,TEENS JACKET,dummy/251/290
1261,PARDA,PARDA,dummy/249/16
1262,MENS,T-SHIRT,dummy/250/54
1263,MENS,T-SHIRT,dummy/248/142
1264,MENS,T-SHIRT,dummy/254/43
1265,MENS,SHIRT,dummy/257/143
1266,MENS,T-SHIRT,dummy/257/147
1267,MENS,T-SHIRT,dummy/251/144
1268,MENS,T-SHIRT,dummy/258/88
1269,MENS,JEANS,dummy/253/333
1270,MENS,T-SHIRT,dummy/255/193
1271,MENS,SHIRT,dummy/252/361
1272,MENS,KURTA PYJAMA,dummy/254/244
1273,MENS,JEANS,dummy/251/246
1274,GIRLS,JEANS,dummy/257/78
1275,GIRLS,FROCK,dummy/257/137
1276,GIRLS,GIRLS SET,dummy/254/47
1277,GIRLS,TOP SET,dummy/251/17
1278,GIRLS,TOP SET,dummy/250/227
1279,PARDA PC,READYMADE PARDA,dummy/257/131
1280,BOYS,THERMAL,dummy/257/42
1281,BOYS,T-SHIRT,dummy/249/26
1282,BOYS,T-SHIRT,dummy/248/124
1283,BOYS,SHIRT,dummy/250/350
1284,BOYS,THERMAL,dummy/251/193
1285,BOYS,SHIRT,dummy/253/315
